字段代码,字段(大写),中文名,参数
f_issue_registrar,F_ISSUE_REGISTRAR,基金注册与过户登记人(新增),
f_issue_totalsize,F_ISSUE_TOTALSIZE,发行总规模,UnitVal
f_issue_totalunit,F_ISSUE_TOTALUNIT,发行总份额(新增),UnitVal
f_issue_type,F_ISSUE_TYPE,发行方式(新增),
f_issue_unit,F_ISSUE_UNIT,发行份额,UnitVal
f_latest_rptdate,F_LATEST_RPTDATE,最新报告期,DATE、DataType
f_lowestaccumnav_date,F_LOWESTACCUMNAV_DATE,区间最低累计单位净值日,StartDate、EndDate
f_lowestadjnav_date,F_LOWESTADJNAV_DATE,区间最低复权单位净值日,StartDate、EndDate
f_lowestnav_date,F_LOWESTNAV_DATE,区间最低单位净值日,StartDate、EndDate
f_mf_netinflow,F_MF_NETINFLOW,净流入额,TRADEDATE、UnitVal
f_mmf_annualizedyield,F_MMF_ANNUALIZEDYIELD,7日年化收益率,DEALDATE
f_mmf_avgannualizedyield,F_MMF_AVGANNUALIZEDYIELD,区间7日年化收益率均值,BEGINDATE、EndDate
f_mmf_avgdeviation,F_MMF_AVGDEVIATION,报告期内每个工作日偏离度的绝对值的简单平均值,REPORTDATE
f_mmf_avgptm,F_MMF_AVGPTM,报告期末投资组合平均剩余期限,REPORTDATE
f_mmf_avgptm_max,F_MMF_AVGPTM_MAX,报告期内投资组合平均剩余期限最高值,REPORTDATE
f_mmf_avgptm_min,F_MMF_AVGPTM_MIN,报告期内投资组合平均剩余期限最低值,REPORTDATE
f_mmf_avgunityield,F_MMF_AVGUNITYIELD,区间万份基金单位收益均值,BEGINDATE、EndDate
f_mmf_bond,F_MMF_BOND,债券投资金额,REPORTDATE、UnitVal
f_mmf_bondtoasset,F_MMF_BONDTOASSET,债券投资占基金资产总值的比例,REPORTDATE
f_mmf_carryover,F_MMF_CARRYOVER,份额结转方式,
f_mmf_carryoverdate,F_MMF_CARRYOVERDATE,份额结转日期类型,
f_mmf_deposit,F_MMF_DEPOSIT,银行存款和清算备付金,REPORTDATE、UnitVal
f_mmf_deposittoasset,F_MMF_DEPOSITTOASSET,银行存款和清算备付金合计占基金资产总值的比例,REPORTDATE
f_mmf_differentptmtonav,F_MMF_DIFFERENTPTMTONAV,各期限资产占基金资产净值比例,REPORTDATE、TYPE
f_mmf_frequencyofdeviation,F_MMF_FREQUENCYOFDEVIATION,报告期内偏离度的绝对值在0.25%(含)-0.5%间的次数,REPORTDATE
f_mmf_maxdeviation,F_MMF_MAXDEVIATION,报告期内偏离度的最高值,REPORTDATE
f_mmf_mindeviation,F_MMF_MINDEVIATION,报告期内偏离度的最低值,REPORTDATE
f_mmf_other,F_MMF_OTHER,其他资产,REPORTDATE、UnitVal
f_mmf_othertoasset,F_MMF_OTHERTOASSET,其他资产占基金资产总值的比例,REPORTDATE
f_mmf_repurchase1,F_MMF_REPURCHASE1,报告期内债券回购融资余额,REPORTDATE、UnitVal
f_mmf_repurchase1tonav,F_MMF_REPURCHASE1TONAV,报告期内债券回购融资余额占基金资产净值比例,REPORTDATE
f_mmf_repurchase2,F_MMF_REPURCHASE2,报告期末债券回购融资余额,REPORTDATE、UnitVal
f_mmf_repurchase2tonav,F_MMF_REPURCHASE2TONAV,报告期末债券回购融资余额占基金资产净值比例,REPORTDATE
f_mmf_reverserepo,F_MMF_REVERSEREPO,买入返售证券金额,REPORTDATE、UnitVal
f_mmf_reverserepotoasset,F_MMF_REVERSEREPOTOASSET,买入返售证券占基金资产总值的比例,REPORTDATE
f_mmf_totalunityield,F_MMF_TOTALUNITYIELD,区间万份基金单位收益总值,TD1、TD2、UnitVal
f_mmf_unityield,F_MMF_UNITYIELD,万份基金单位收益,DEALDATE
f_mmf_varannualizedyield,F_MMF_VARANNUALIZEDYIELD,区间7日年化收益率方差,BEGINDATE、EndDate
f_mmf_varunityield,F_MMF_VARUNITYIELD,区间万份基金单位收益方差,BEGINDATE、EndDate
f_mq_amount,F_MQ_AMOUNT,月成交额(新增),DEALDATE、UnitVal
f_mq_avgprice,F_MQ_AVGPRICE,月均价(新增),DEALDATE
f_mq_avgturn,F_MQ_AVGTURN,月平均换手率(新增),DEALDATE
f_mq_change,F_MQ_CHANGE,月涨跌(新增),DEALDATE
f_mq_close,F_MQ_CLOSE,月收盘价(新增),DEALDATE、T
f_mq_discount,F_MQ_DISCOUNT,月均贴水(新增),DEALDATE
f_mq_discountratio,F_MQ_DISCOUNTRATIO,月均贴水率(新增),DEALDATE
f_mq_high,F_MQ_HIGH,月最高价(新增),DEALDATE、T
f_mq_highclose,F_MQ_HIGHCLOSE,月最高收盘价(新增),DEALDATE、T
f_mq_highclose_date,F_MQ_HIGHCLOSE_DATE,月最高收盘价日(新增),DEALDATE、T
f_mq_highdate,F_MQ_HIGHDATE,月最高价日(新增),DEALDATE、T
f_mq_low,F_MQ_LOW,月最低价(新增),DEALDATE、T
f_mq_lowclose,F_MQ_LOWCLOSE,月最低收盘价(新增),DEALDATE、T
f_mq_lowclose_date,F_MQ_LOWCLOSE_DATE,月最低收盘价日(新增),DEALDATE、T
f_mq_lowdate,F_MQ_LOWDATE,月最低价日(新增),DEALDATE、T
f_mq_open,F_MQ_OPEN,月开盘价(新增),DEALDATE、T
f_mq_pctchange,F_MQ_PCTCHANGE,月涨跌幅(新增),DEALDATE
f_mq_preclose,F_MQ_PRECLOSE,月前收盘价(新增),DEALDATE、T
f_mq_relpctchange,F_MQ_RELPCTCHANGE,月相对大盘涨跌幅(新增),DEALDATE、LT
f_mq_swing,F_MQ_SWING,月振幅(新增),DEALDATE
f_mq_turn,F_MQ_TURN,月换手率(新增),DEALDATE
f_mq_volume,F_MQ_VOLUME,月成交量(新增),DEALDATE、UnitVal
f_nav_accumulated,F_NAV_ACCUMULATED,累计单位净值,DEALDATE
f_nav_accumulated_transform,F_NAV_ACCUMULATED_TRANSFORM,累计单位净值(支持转型基金),TRADEDATE
f_nav_accumulated_transformnf,F_NAV_ACCUMULATED_TRANSFORMNF,"累计单位净值(支持转型基金,不前推)",TRADEDATE、UnitVal
f_nav_accumulatedchange,F_NAV_ACCUMULATEDCHANGE,累计单位净值增长(新增),TD1、TD2
f_nav_accumulatedreturn,F_NAV_ACCUMULATEDRETURN,累计单位净值增长率,BEGINDATE、EndDate
f_nav_adjfactor,F_NAV_ADJFACTOR,基金净值复权因子,TRADEDATE
f_nav_adjusted,F_NAV_ADJUSTED,复权单位净值,DEALDATE
f_nav_adjusted_transform,F_NAV_ADJUSTED_TRANSFORM,复权单位净值(支持转型基金),TRADEDATE
f_nav_adjusted_transformnf,F_NAV_ADJUSTED_TRANSFORMNF,"复权单位净值(支持转型基金,不前推)",TRADEDATE、UnitVal
f_nav_adjustedchange,F_NAV_ADJUSTEDCHANGE,复权单位净值增长(新增),TD1、TD2
f_nav_adjustedrelpctchange,F_NAV_ADJUSTEDRELPCTCHANGE,复权单位净值相对大盘增长率(新增),TD1、TD2、LT
f_nav_adjustedreturn,F_NAV_ADJUSTEDRETURN,复权单位净值增长率,BEGINDATE、EndDate
f_nav_adjustedreturn1,F_NAV_ADJUSTEDRETURN1,当期复权单位净值增长率,TRADEDATE
f_nav_adjustedreturn_org,F_NAV_ADJUSTEDRETURN_ORG,自成立日起复权单位净值增长率(新增),TD
f_nav_benchdevreturn,F_NAV_BENCHDEVRETURN,报告期净值增长率减基准增长率(新增),D、LT
f_nav_benchreturn,F_NAV_BENCHRETURN,报告期业绩比较基准增长率(新增),D、LT
f_nav_benchstddev,F_NAV_BENCHSTDDEV,报告期业绩比较基准增长率标准差(新增),D、LT
f_nav_cashdivreturn,F_NAV_CASHDIVRETURN,现金分红净值增长率,TD1、TD2
f_nav_date,F_NAV_DATE,基金净值日期,DEALDATE
f_nav_exrightdate,F_NAV_EXRIGHTDATE,最新净值除权日,DEALDATE
f_nav_firstdate,F_NAV_FIRSTDATE,净值披露首日,
f_nav_highestaccumulatednav,F_NAV_HIGHESTACCUMULATEDNAV,区间最高累计单位净值,StartDate、EndDate
f_nav_highestadjustednav,F_NAV_HIGHESTADJUSTEDNAV,区间最高复权单位净值,StartDate、EndDate
f_nav_highestnav,F_NAV_HIGHESTNAV,区间最高单位净值,StartDate、EndDate
f_nav_iopv,F_NAV_IOPV,IOPV(新增),DEALDATE
f_nav_iopv_discountratio,F_NAV_IOPV_DISCOUNTRATIO,IOPV溢折率,TRADEDATE
f_nav_lcqperiodreturnranking,F_NAV_LCQPERIODRETURNRANKING,同类基金区间收益排名（券商集合理财）,TD1、TD2、ATTRIBUTE
f_nav_lcqperiodreturnrankingper,F_NAV_LCQPERIODRETURNRANKINGPER,同类基金区间收益排名(百分比)(券商集合理财),StartDate、EndDate、FundGroup
f_nav_lowestaccumulatednav,F_NAV_LOWESTACCUMULATEDNAV,区间最低累计单位净值,StartDate、EndDate
f_nav_lowestadjustednav,F_NAV_LOWESTADJUSTEDNAV,区间最低复权单位净值,StartDate、EndDate
f_nav_lowestnav,F_NAV_LOWESTNAV,区间最低单位净值,StartDate、EndDate
f_nav_navoverbenchreturn,F_NAV_NAVOVERBENCHRETURN,区间净值超越基准收益率,TD1、TD2
f_nav_navoverbenchreturn_freq,F_NAV_NAVOVERBENCHRETURN_FREQ,区间净值超越基准收益频率,Year
f_nav_navoverbenchreturn_freq2,F_NAV_NAVOVERBENCHRETURN_FREQ2,区间净值超越基准收益频率(百分比),StartDate、EndDate、CalcTerm
f_nav_periodicannualizedreturn,F_NAV_PERIODICANNUALIZEDRETURN,任职年化回报,SEQ
f_nav_periodicannualizedreturn_hist,F_NAV_PERIODICANNUALIZEDRETURN_HIST,任职年化回报(支持历史),TRADEDATE、TopN
f_nav_periodreturnranking,F_NAV_PERIODRETURNRANKING,同类基金区间收益排名,TD1、TD2、ATTRIBUTE
f_nav_periodreturnranking_10y,F_NAV_PERIODRETURNRANKING_10Y,近10年回报排名,TRADEDATE、FundGroup
f_nav_periodreturnranking_1m,F_NAV_PERIODRETURNRANKING_1M,近1月回报排名,TRADEDATE、FundGroup
f_nav_periodreturnranking_1w,F_NAV_PERIODRETURNRANKING_1W,近1周回报排名,TRADEDATE、FundGroup
f_nav_periodreturnranking_1y,F_NAV_PERIODRETURNRANKING_1Y,近1年回报排名,TRADEDATE、FundGroup
f_nav_periodreturnranking_2y,F_NAV_PERIODRETURNRANKING_2Y,近2年回报排名,TRADEDATE、FundGroup
f_nav_periodreturnranking_3m,F_NAV_PERIODRETURNRANKING_3M,近3月回报排名,TRADEDATE、FundGroup
f_nav_periodreturnranking_3y,F_NAV_PERIODRETURNRANKING_3Y,近3年回报排名,TRADEDATE、FundGroup
f_nav_periodreturnranking_5y,F_NAV_PERIODRETURNRANKING_5Y,近5年回报排名,TRADEDATE、FundGroup
f_nav_periodreturnranking_6m,F_NAV_PERIODRETURNRANKING_6M,近6月回报排名,TRADEDATE、FundGroup
f_nav_periodreturnranking_y,F_NAV_PERIODRETURNRANKING_Y,单年度回报排名,TRADEDATE、FundGroup
f_nav_periodreturnranking_ytd,F_NAV_PERIODRETURNRANKING_YTD,今年以来回报排名,TRADEDATE、FundGroup
f_nav_periodreturnrankingper,F_NAV_PERIODRETURNRANKINGPER,同类基金区间收益排名（百分比）,TD1、TD2、ATTRIBUTE
f_nav_publishtype,F_NAV_PUBLISHTYPE,基金净值公布类型,
f_nav_ranking_p,F_NAV_RANKING_P,同类基金区间收益排名P值,StartDate、EndDate、FundGroup
f_nav_return,F_NAV_RETURN,报告期净值增长率(新增),D、LT
f_nav_sellprice,F_NAV_SELLPRICE,投连险卖出价,DATE
f_nav_similarperiodavgreturn,F_NAV_SIMILARPERIODAVGRETURN,同类基金区间平均收益率,TD1、TD2、ATTRIBUTE
f_nav_stddevnavbench,F_NAV_STDDEVNAVBENCH,报告期净值增长率标准差减基准标准差(新增),D、LT
f_nav_stddevreturn,F_NAV_STDDEVRETURN,报告期净值增长率标准差(新增),D、LT
f_nav_unit,F_NAV_UNIT,单位净值,DEALDATE
f_nav_unit_transform,F_NAV_UNIT_TRANSFORM,单位净值(支持转型基金),TRADEDATE
f_nav_updatecompleteness,F_NAV_UPDATECOMPLETENESS,基金净值完整度,StartDate、EndDate、CalcTerm
f_nav_updatefrequency,F_NAV_UPDATEFREQUENCY,基金净值更新频率,
f_nav_winlossratio,F_NAV_WINLOSSRATIO,基金盈利概率,StartDate、EndDate、CalcTerm
f_nav_xtqperiodreturnranking,F_NAV_XTQPERIODRETURNRANKING,同类基金区间收益排名（阳光私募）,TD1、TD2
f_nav_xtqperiodreturnranking2,F_NAV_XTQPERIODRETURNRANKING2,"同类基金区间收益排名(阳光私募,投资策略)",StartDate、EndDate、FundGroup
f_nav_xtqperiodreturnrankingper,F_NAV_XTQPERIODRETURNRANKINGPER,同类基金区间收益排名(百分比)(阳光私募),StartDate、EndDate
f_netasset_total,F_NETASSET_TOTAL,基金规模(合计),TRADEDATE、UnitVal
f_netasset_total_cc,F_NETASSET_TOTAL_CC,"基金规模(合计,币种转换)",TRADEDATE、CURTYPE、UnitVal
f_nq_navchange,F_NQ_NAVCHANGE,基金N日净值增长率(新增),Acount、DEALDATE
f_pchredm_largepchmaxamt,F_PCHREDM_LARGEPCHMAXAMT,单日大额申购限额,TRADEDATE、UnitVal
f_pchredm_maxredmfee,F_PCHREDM_MAXREDMFEE,赎回费率上限(新增),
f_pchredm_pchmaxfee,F_PCHREDM_PCHMAXFEE,申购费率上限(新增),
f_pchredm_pchminamt,F_PCHREDM_PCHMINAMT,申购金额下限(新增),
f_pchredm_pchminamt_floor,F_PCHREDM_PCHMINAMT_FLOOR,申购金额下限(场内),
f_pchredm_pchstartdate,F_PCHREDM_PCHSTARTDATE,申购起始日(新增),
f_pchredm_redmminamt,F_PCHREDM_REDMMINAMT,单笔赎回份额下限(新增),
f_periodmf_netinflow,F_PERIODMF_NETINFLOW,区间净流入额,StartDate、EndDate、UnitVal
f_pq_amount,F_PQ_AMOUNT,区间成交额,BEGINDATE、EndDate、UnitVal
f_pq_avgamount,F_PQ_AVGAMOUNT,"区间日均成交额,F_PQ_AvgAmount  ''''''''''未修改",BEGINDATE、EndDate
f_pq_avgprice,F_PQ_AVGPRICE,区间成交均价,BEGINDATE、EndDate
f_pq_avgturn,F_PQ_AVGTURN,区间日均换手率,BEGINDATE、EndDate
f_pq_avgvolume,F_PQ_AVGVOLUME,"区间日均成交量,F_PQ_AvgVolume  '''''''''未修改",BEGINDATE、EndDate、UnitVal
f_pq_change,F_PQ_CHANGE,区间涨跌,BEGINDATE、EndDate
f_pq_close,F_PQ_CLOSE,区间收盘价,BEGINDATE、EndDate、TYPE
f_pq_discount,F_PQ_DISCOUNT,区间均贴水(新增),TD1、TD2
f_pq_discountratio,F_PQ_DISCOUNTRATIO,区间均贴水率(新增),TD1、TD2
f_pq_high,F_PQ_HIGH,区间最高价,BEGINDATE、EndDate、TYPE
f_pq_highclose,F_PQ_HIGHCLOSE,区间最高收盘价(新增),TD1、TD2、T
f_pq_highclose_date,F_PQ_HIGHCLOSE_DATE,区间最高收盘价日(新增),TD1、TD2、T
f_pq_highdate,F_PQ_HIGHDATE,区间最高价日(新增),TD1、TD2、T
f_pq_low,F_PQ_LOW,区间最低价,BEGINDATE、EndDate、TYPE
f_pq_lowclose,F_PQ_LOWCLOSE,区间最低收盘价(新增),TD1、TD2、T
f_pq_lowclose_date,F_PQ_LOWCLOSE_DATE,区间最低收盘价日(新增),TD1、TD2、T
f_pq_lowdate,F_PQ_LOWDATE,区间最低价日(新增),TD1、TD2、T
f_pq_open,F_PQ_OPEN,区间开盘价,BEGINDATE、EndDate、TYPE
f_pq_pctchange,F_PQ_PCTCHANGE,区间涨跌幅,BEGINDATE、EndDate
f_pq_preclose,F_PQ_PRECLOSE,区间前收盘价,BEGINDATE、EndDate、TYPE
f_pq_relpctchange,F_PQ_RELPCTCHANGE,相对大盘区间涨跌幅(新增),TD1、TD2、LT
f_pq_swing,F_PQ_SWING,区间振幅(新增),TD1、TD2
f_pq_topstockheldno,F_PQ_TOPSTOCKHELDNO,区间重仓股报告期重仓次数,StartDate、EndDate、TopN
f_pq_tradedays,F_PQ_TRADEDAYS,区间交易天数,BEGINDATE、EndDate
f_pq_turn,F_PQ_TURN,区间换手率,BEGINDATE、EndDate
f_pq_volume,F_PQ_VOLUME,区间成交量,BEGINDATE、EndDate、UnitVal
f_prt_absbycreditrating,F_PRT_ABSBYCREDITRATING,按信用评级的资产支持证券投资市值,REPORTDATE、CreditRatingType、CalcType、UnitVal
f_prt_absbycreditratingtonav,F_PRT_ABSBYCREDITRATINGTONAV,按信用评级的资产支持证券投资占基金资产净值比,REPORTDATE、CreditRatingType、CalcType
f_prt_abstonav,F_PRT_ABSTONAV,资产支持证券市值占基金资产净值比,REPORTDATE
f_prt_absvalue,F_PRT_ABSVALUE,资产支持证券市值,REPORTDATE、UnitVal
f_prt_avgnetasset,F_PRT_AVGNETASSET,报告期基金日均资产净值,REPORTDATE、UnitVal
f_prt_bondbycreditrating,F_PRT_BONDBYCREDITRATING,按信用评级的债券投资市值,REPORTDATE、CreditRatingType、CalcType、UnitVal
f_prt_bondbycreditratingtonav,F_PRT_BONDBYCREDITRATINGTONAV,按信用评级的债券投资占基金资产净值比,REPORTDATE、CreditRatingType、CalcType
f_prt_bondtoasset,F_PRT_BONDTOASSET,债券市值占基金资产总值比,REPORTDATE
f_prt_bondtonav,F_PRT_BONDTONAV,债券市值占基金资产净值比,REPORTDATE
f_prt_bondtonavgrowth,F_PRT_BONDTONAVGROWTH,债券市值占基金资产净值比例增长,D
f_prt_bondvalue,F_PRT_BONDVALUE,债券投资市值,REPORTDATE、UnitVal
f_prt_bondvaluegrowth,F_PRT_BONDVALUEGROWTH,债券市值增长率,D
f_prt_buystockcost,F_PRT_BUYSTOCKCOST,报告期买入股票总成本(新增),REPORTDATE、UnitVal
f_prt_cash,F_PRT_CASH,银行存款,REPORTDATE、UnitVal
f_prt_cashtoasset,F_PRT_CASHTOASSET,银行存款占基金资产总值比,REPORTDATE
f_prt_cashtonav,F_PRT_CASHTONAV,银行存款占基金资产净值比,REPORTDATE
f_prt_cashtonavgrowth,F_PRT_CASHTONAVGROWTH,银行存款市值占基金资产净值比例增长,D
f_prt_cashvaluegrowth,F_PRT_CASHVALUEGROWTH,银行存款市值增长率,D
f_prt_cds,F_PRT_CDS,同业存单市值,REPORTDATE、UnitVal
f_prt_cdstonav,F_PRT_CDSTONAV,同业存单市值占基金资产净值比,REPORTDATE
f_prt_centralbankbill,F_PRT_CENTRALBANKBILL,央行票据投资市值,REPORTDATE、UnitVal
f_prt_centralbankbillgrowth,F_PRT_CENTRALBANKBILLGROWTH,央行票据市值增长率,D
f_prt_centralbankbilltoasset,F_PRT_CENTRALBANKBILLTOASSET,央行票据市值占基金资产总值比,REPORTDATE
f_prt_centralbankbilltobond,F_PRT_CENTRALBANKBILLTOBOND,央行票据市值占债券投资市值比,REPORTDATE
f_prt_centralbankbilltonav,F_PRT_CENTRALBANKBILLTONAV,央行票据市值占基金资产净值比,REPORTDATE
f_prt_centralbankbilltonavgrowth,F_PRT_CENTRALBANKBILLTONAVGROWTH,央行票据市值占基金资产净值比例增长,D
f_prt_commercialpapertobond,F_PRT_COMMERCIALPAPERTOBOND,短期融资券市值占债券投资市值比,REPORTDATE
f_prt_convertiblebond,F_PRT_CONVERTIBLEBOND,可转债投资市值,REPORTDATE、UnitVal
f_prt_convertiblebondgrowth,F_PRT_CONVERTIBLEBONDGROWTH,可转债市值增长率,D
f_prt_convertiblebondtoasset,F_PRT_CONVERTIBLEBONDTOASSET,可转债市值占基金资产总值比,REPORTDATE
f_prt_convertiblebondtobond,F_PRT_CONVERTIBLEBONDTOBOND,可转债市值占债券投资市值比,REPORTDATE
f_prt_convertiblebondtonav,F_PRT_CONVERTIBLEBONDTONAV,可转债市值占基金资产净值比,REPORTDATE
f_prt_convertiblebondtonavgrowth,F_PRT_CONVERTIBLEBONDTONAVGROWTH,可转债市值占基金资产净值比例增长,D
f_prt_corporatebond,F_PRT_CORPORATEBOND,企债投资市值,REPORTDATE、UnitVal
f_prt_corporatebondgrowth,F_PRT_CORPORATEBONDGROWTH,企业债市值增长率,D
f_prt_corporatebonds,F_PRT_CORPORATEBONDS,企业债市值,REPORTDATE、UnitVal
f_prt_corporatebondsgrowth,F_PRT_CORPORATEBONDSGROWTH,企业债市值增长率,REPORTDATE
f_prt_corporatebondstoasset,F_PRT_CORPORATEBONDSTOASSET,企业债市值占基金资产总值比,REPORTDATE
f_prt_corporatebondstobond,F_PRT_CORPORATEBONDSTOBOND,企业债市值占债券投资市值比,REPORTDATE
f_prt_corporatebondstonav,F_PRT_CORPORATEBONDSTONAV,企业债市值占基金资产净值比,REPORTDATE
f_prt_corporatebondstonavgrowth,F_PRT_CORPORATEBONDSTONAVGROWTH,企业债市值占基金资产净值比例增长,REPORTDATE
f_prt_corporatebondtoasset,F_PRT_CORPORATEBONDTOASSET,企业债市值占基金资产总值比,REPORTDATE
f_prt_corporatebondtobond,F_PRT_CORPORATEBONDTOBOND,企业债市值占债券投资市值比,REPORTDATE
f_prt_corporatebondtonav,F_PRT_CORPORATEBONDTONAV,企业债市值占基金资产净值比,REPORTDATE
f_prt_corporatebondtonavgrowth,F_PRT_CORPORATEBONDTONAVGROWTH,企业债市值占基金资产净值比例增长,D
f_prt_countryregioninvestment,F_PRT_COUNTRYREGIONINVESTMENT,国家/地区投资市值,REPORTDATE、ZoneType、UnitVal
f_prt_countryregioninvestmenttonav,F_PRT_COUNTRYREGIONINVESTMENTTONAV,国家/地区投资市值占基金资产净值比例,REPORTDATE、ZoneType
f_prt_cptonav,F_PRT_CPTONAV,短期融资券市值占基金资产净值比,DEALDATE
f_prt_cpvalue,F_PRT_CPVALUE,短期融资券市值,REPORTDATE、UnitVal
f_prt_currency,F_PRT_CURRENCY,报告期基金资产净值币种,REPORTDATE
f_prt_financialbond,F_PRT_FINANCIALBOND,金融债投资市值,REPORTDATE、UnitVal
f_prt_financialbondgrowth,F_PRT_FINANCIALBONDGROWTH,金融债市值增长率,D
f_prt_financialbondtoasset,F_PRT_FINANCIALBONDTOASSET,金融债市值占基金资产总值比,REPORTDATE
f_prt_financialbondtobond,F_PRT_FINANCIALBONDTOBOND,金融债市值占债券投资市值比,REPORTDATE
f_prt_financialbondtonav,F_PRT_FINANCIALBONDTONAV,金融债市值占基金资产净值比,REPORTDATE
f_prt_financialbondtonavgrowth,F_PRT_FINANCIALBONDTONAVGROWTH,金融债市值占基金资产净值比例增长,D
f_prt_foundleverage,F_PRT_FOUNDLEVERAGE,基金杠杆率,REPORTDATE
f_prt_fundcotnachangeratio,F_PRT_FUNDCOTNACHANGERATIO,所属基金公司资产净值合计变动率,D
f_prt_fundcototalnetassets,F_PRT_FUNDCOTOTALNETASSETS,所属基金公司资产净值合计,D、UnitVal
f_prt_fundcototalnetassetsranking,F_PRT_FUNDCOTOTALNETASSETSRANKING,所属基金公司资产净值合计排名,D
f_prt_fundnoofbonds,F_PRT_FUNDNOOFBONDS,重仓债券持有基金数,D、SEQ
f_prt_fundnooffunds,F_PRT_FUNDNOOFFUNDS,重仓基金持有基金数,REPORTDATE、SEQ
f_prt_fundnoofsec,F_PRT_FUNDNOOFSEC,重仓证券持有基金数,REPORTDATE、SEQ
f_prt_fundnoofstocks,F_PRT_FUNDNOOFSTOCKS,重仓股票持有基金数,D、SEQ
f_prt_fundnoofwarrant,F_PRT_FUNDNOOFWARRANT,重仓权证持有基金数,D、SEQ
f_prt_fundtoasset,F_PRT_FUNDTOASSET,基金市值占基金资产总值比,D
f_prt_fundtonav,F_PRT_FUNDTONAV,基金市值占基金资产净值比,D
f_prt_fundtonavgrowth,F_PRT_FUNDTONAVGROWTH,基金市值占基金资产净值比例增长,D
f_prt_fundvalue,F_PRT_FUNDVALUE,基金投资市值,D、UnitVal
f_prt_fundvaluegrowth,F_PRT_FUNDVALUEGROWTH,基金市值增长率,D
f_prt_gbfutures,F_PRT_GBFUTURES,国债期货投资市值,REPORTDATE、UnitVal
f_prt_gicsindustryvalue,F_PRT_GICSINDUSTRYVALUE,分行业投资市值(GICS),REPORTDATE、IndustryName、UnitVal
f_prt_gicsindustryvaluetonav,F_PRT_GICSINDUSTRYVALUETONAV,分行业投资市值占基金资产净值比例(GICS),REPORTDATE、IndustryName
